#OTU ID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49	Sample_50	Sample_51	Sample_52	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78	Sample_79	Sample_80	Sample_81	Sample_82	Sample_83	Sample_84	Sample_85	Sample_86	Sample_87	Sample_88	Sample_89	Sample_90	Sample_91	Sample_92	Sample_93	Sample_94	Sample_95	Sample_96	Sample_97	Sample_98	Sample_99	Sample_100	Sample_101	Sample_102	Sample_103	Sample_104	Sample_105	Sample_106	Sample_107	Sample_108	Sample_109	Sample_110	Sample_111	Sample_112	Sample_113	Sample_114	Sample_115	Sample_116	Sample_117	Sample_118	Sample_119	Sample_120	Sample_121	Sample_122	Sample_123	Sample_124	Sample_125	Sample_126	Sample_127	Sample_128	Sample_129	Sample_130	Sample_131	Sample_132	Sample_133	Sample_134	Sample_135	Sample_136	Sample_137	Sample_138	Sample_139	Sample_140	Sample_141	Sample_142	Sample_143	Sample_144	Sample_145	Sample_146	Sample_147	Sample_148	Sample_149	Sample_150	Sample_151	Sample_152	Sample_153	Sample_154	Sample_155	Sample_156	Sample_157	Sample_158	Sample_159	Sample_160	Sample_161	Sample_162	Sample_163	Sample_164	Sample_165	Sample_166	Sample_167	Sample_168	Sample_169	Sample_170	Sample_171	Sample_172	Sample_173	Sample_174	Sample_175	Sample_176	Sample_177	Sample_178	Sample_179	Sample_180	Sample_181	Sample_182	Sample_183	Sample_184	Sample_185	Sample_186	Sample_187	Sample_188	Sample_189	Sample_190	Sample_191	Sample_192	Sample_193	Sample_194	Sample_195	Sample_196	Sample_197	Sample_198	Sample_199	Sample_200	Sample_201	Sample_202	Sample_203	Sample_204	Sample_205	Sample_206	Sample_207	Sample_208	Sample_209	Sample_210	Sample_211	Sample_212	Sample_213	Sample_214	Sample_215	Sample_216	Sample_217	Sample_218	Sample_219	Sample_220	Sample_221	Sample_222	Sample_223	Sample_224	Sample_225	Sample_226	Sample_227	Sample_228	Sample_229	Sample_230	Sample_231	Sample_232	Sample_233	Sample_234	Sample_235	Sample_236	Sample_237	Sample_238	Sample_239	Sample_240	Sample_241	Sample_242	Sample_243	Sample_244	Sample_245	Sample_246	Sample_247	Sample_248	Sample_249	Sample_250	Sample_251	Sample_252	Sample_253	Sample_254	Sample_255	Sample_256	Sample_257	Sample_258	Sample_259	Sample_260	Sample_261	Sample_262	Sample_263	Sample_264	Sample_265	Sample_266	Sample_267	Sample_268	Sample_269	Sample_270	Sample_271	Sample_272	Sample_273	Sample_274	Sample_275	Sample_276	Sample_277	Sample_278	Sample_279	Sample_280	Sample_281	Sample_282	Sample_283	Sample_284	Sample_285	Sample_286	Sample_287	Sample_288	Sample_289	Sample_290	Sample_291	Sample_292	Sample_293	Sample_294	Sample_295	Sample_296	Sample_297	Sample_298	Sample_299	Sample_300
Species_60	188392	0	50314	20489	269294	15199	181197	0	356182	6874	4496	50110	4382	291731	0	440560	84960	7541	116078	377	26498	415298	246	0	440229	0	102435	13660	366547	533	70	26256	481885	216032	15010	0	224547	5686	26299	212314	0	2005	2205112	0	363355	74146	273827	515965	189051	206268	0	22666	11861	7056	953164	234056	161531	13189	0	92210	412716	0	208454	0	395505	310918	382	6105	428184	690302	524331	1403	230187	18456	0	10484	46292	23987	10817	42065	11757	2788	212033	0	3519	0	194532	85126	1002	736	419612	136404	29499	302214	296362	219068	0	0	0	6520	210819	134114	247784	8820	106837	96273	38	81149	4759	7921	26702	7541	0	22521	295006	0	76033	0	14354	406578	20836	0	350	799319	257188	13501	153254	59160	8524	0	701099	3388	37292	0	35995	110022	14857	163955	129804	55591	336786	3384	0	116082	2065	33856	610190	4039	398822	0	0	0	0	343397	0	6722	63447	0	118124	11499	144784	186144	35083	100986	872	9104	731879	190487	7047	358338	228051	76434	47541	541531	0	0	73597	44388	0	3313	399707	64175	1079448	0	0	783265	41640	18045	8215	25363	0	0	0	2317	8589	0	73838	0	0	473730	2840	357424	61243	28206	0	52196	0	10725	9071	16829	9699	99492	34784	12452	0	558852	192386	330438	174856	123379	2695	40701	317720	0	0	48875	344153	14756	119723	1018	64259	26421	11453	296244	165750	200713	140162	1167	0	955	0	18923	4359156	1804	12610	13842	0	588347	0	279999	68749	3303	162946	279526	737214	0	301097	9585	0	91339	10573	8029	0	2098	9108	522	385884	1806	0	263346	21655	2839	17847	29192	24371	58075	0	16695	10872	5526	15395	4659	0	155542	122	42616	62887	746117	0	0	187158	0	349909	100467	0	72342	0	756735	45133	1067435
Species_61	0	0	0	0	0	0	18052	0	159440	0	0	0	0	0	0	19317	0	0	96493	20883	17913	0	0	62793	0	0	0	0	0	0	0	0	0	0	3165	0	19654	171255	0	0	0	0	0	0	0	0	45510	0	0	13647	0	0	0	6797	24057	0	720	0	0	0	0	0	0	0	0	0	258396	41025	5149	0	30105	0	0	0	0	0	0	288783	0	0	74438	455595	0	0	0	0	0	0	0	0	6046	0	0	0	0	262297	0	0	0	0	79800	0	0	16547	6164	0	0	0	0	36605	0	34686	0	0	0	0	0	21452	0	62095	52282	0	0	0	203526	0	123624	10518	0	0	0	0	0	0	0	0	0	0	0	0	48151	0	0	110456	7310	0	0	21820	0	20203	0	0	0	0	0	0	0	0	0	63355	0	0	0	0	4001	0	0	136975	0	0	0	145333	62772	0	0	0	0	0	0	31937	0	0	0	0	0	0	0	19879	40741	0	11111	0	16856	0	0	0	0	0	0	0	0	64123	34	0	0	0	0	0	282	15867	107293	67665	0	0	0	87187	0	2133	18175	0	0	0	0	0	0	29544	0	0	45945	0	0	0	0	0	0	0	82946	0	0	0	0	0	0	349529	0	0	0	0	0	0	16652	0	511192	12345	337738	19603	0	0	0	0	0	0	0	0	0	0	184390	0	0	0	4010	0	0	92340	0	0	0	33467	0	55094	74000	18325	0	151000	0	0	13228	34832	249087	0	0	1593	24250	0	0	0	0	0	0	0
Species_62	0	0	275144	29285	17834	215681	101125	0	381555	0	0	0	19993	0	13207	0	618	34532	61114	490257	263327	291444	0	279756	484891	0	102949	8461	0	0	0	104	283	0	7680	0	0	11739	0	8405	0	32624	0	0	0	21968	137230	241055	0	79565	0	0	11730	91466	1796133	0	931	83608	10685	0	436790	118050	0	0	14633	96679	645188	20756	0	91326	0	0	0	0	0	0	0	266486	0	35	0	2733741	21834	0	364202	2342	0	41267	6790	15000	0	345102	0	0	0	0	0	0	152817	18249	25107	349225	21228	0	43707	0	111168	0	3369	6808	67138	0	0	21138	21181	0	0	26544	0	0	4904	2200	0	870809	1124651	133809	0	1198	10836	87164	0	0	0	0	341155	495	565412	55131	292131	0	0	0	0	20996	0	0	495224	66357	0	0	0	89857	0	4786	0	1736	88129	0	32082	22151	244638	5840	0	37778	0	77725	877801	0	0	165767	0	83693	22496	0	0	0	209306	134171	0	0	153029	899	761490	0	53560	266241	155701	2280716	0	0	6046	0	0	0	0	25155	0	1678011	0	128045	2605	85617	29214	58890	0	65022	0	69611	0	164361	139071	83942	508185	6216	0	746338	0	0	817838	16793	304115	33110	0	69339	0	57052	0	0	0	0	0	940689	0	0	0	0	1498496	0	0	41429	0	0	0	102603	16887	2265	0	304634	0	493721	106973	0	832460	0	1163695	0	0	363425	0	18220	0	49065	0	0	46401	176915	304766	22185	0	335761	1572930	418892	103004	1613227	74690	0	10008	547107	397979	275909	11828	0	27989	0	16336	0	200169	321292	91809	0	141903	0	498547	13946	964865	164157	0	0	43863	675552
Species_63	0	0	23950	35264	4866	154175	0	0	16895	0	0	9401	3031	0	0	0	0	4198	136467	3990	3134	0	0	0	53233	0	0	8369	0	28621	0	0	19296	3247	0	0	0	5492	0	0	0	4391	0	0	13742	789	8333	0	0	11317	0	9676	13354	0	1524	342297	3927	0	7091	14832	24980	2227	0	0	4920	6659	12167	2615	16239	908	0	1566	6181	9475	0	0	35345	110071	5299	0	0	0	0	0	1478	65239	1796	0	0	0	21337	435548	0	11832	35181	0	0	0	0	3891	4343	69097	72295	16844	2094	0	3573	7888	0	15657	48857	2183	0	0	107033	0	16737	3790	4585	841	680	0	0	574	19550	1587	0	7784	0	16497	0	0	1360	0	140033	4002	7025	7922	56230	44662	30650	1547	0	163	0	1235	3104	5273	0	0	0	1075	0	0	0	0	55677	0	51763	3952	1297	960	199938	0	1452	70735	4806	0	2782	7673	28269	144168	202	0	0	0	0	34856	0	0	1887	17295	0	8724	11399	918	68128	6169	1035	0	10967	0	4002	0	421	19381	14101	0	17486	21918	0	7351	2076	22110	0	0	0	16503	0	18531	5787	0	0	21351	0	24146	21668	49009	0	44774	14362	12299	7096	172865	0	633	34741	6085	44369	0	0	48680	0	152	0	0	300673	0	54923	1038	24901	32667	0	95339	634	0	0	4214	0	31344	430	0	44805	2497	12295	0	0	0	0	12067	1776	33268	1941	54443	0	0	31796	63049	0	1431	34954	1271	140773	35160	99192	3465	0	7762	1165	0	0	6194	1528	5822	0	330	1495	12205	0	0	1417	44502	9548	0	0	0	0	28343	1909	0
Species_64	117317	0	1045859	0	11790	109916	22244	1202861	463799	787	0	178849	0	1290	0	0	4945	0	177335	0	0	0	0	40970	15090	61245	0	75751	0	63950	0	8834	1706629	182971	16616	0	0	0	6947	0	0	0	0	0	0	33131	24082	0	0	0	0	1053	132524	258836	0	0	0	4368	0	20487	0	0	0	0	1979	20784	4895	9394	0	0	0	520631	462392	0	1742096	0	284011	196742	92315	0	589	0	0	970593	0	5761	7044	0	15334	0	0	0	2533	0	0	532864	5389230	300438	0	0	183430	157995	193991	0	156326	1722	57911	0	0	7341	520885	0	0	0	0	0	309114	9116	44114	108687	2110	0	4558	0	511359	32499	0	16283	5243	0	0	0	1813909	0	0	689	8228	59415	0	422005	135004	0	0	2842	843	0	740002	1329	43427	10206	727386	0	0	30773	0	1816	200797	1591354	26353	23387	183759	2222	0	31849	16205	4785	153326	0	0	256477	0	16235	30374	0	0	1644616	0	0	0	0	0	0	0	0	41395	6673	62405	20925	178707	78919	0	0	26605	0	0	35622	0	1880712	0	1302768	0	130062	7525	10410	0	19290	0	6743	20992	0	414689	75422	0	52678	511	420263	0	0	0	10063	131884	11269	143384	0	0	0	0	107132	632952	0	0	0	0	42917	0	0	522176	0	0	45576	0	152874	0	150842	2478	115282	0	0	0	474153	4681	27092	20204	336	613978	6668	0	438235	0	45302	0	113469	0	0	240	183052	576849	0	3322705	0	30973	60067	37116	16109	20672	0	0	45081	17917	9081	5047	0	970	2836	1702	289	19573	44872	3387236	41222	98	0	2391	0	31020	219061	0	0	24608	0
Species_65	2679	0	104223	0	0	105812	76272	0	79812	0	0	167155	65807	56422	0	0	0	0	8103	51845	13647	62793	0	11979	549	5531	16011	46350	0	0	0	0	0	13978	2338	0	21175	359672	901	0	0	0	29111	0	0	45313	7847	129026	7151	68211	0	1816	78513	24102	25926	37908	0	1102	0	818	373362	2716	0	0	0	107950	32623	8811	1580	125667	28957	956	118078	45	0	0	36131	12035	34546	0	42801	99898	0	0	15043	1024	6282	461449	1113	0	0	25796	99104	977	0	71115	0	0	0	0	24254	8624	0	332216	39782	0	35096	165791	1334	63248	17332	299188	161775	0	0	0	24686	33289	0	11636	4749	0	1078	8789	0	70872	12661	904	0	2909	0	0	3955	0	103849	2058	3394	39878	2807	146381	99527	1582	0	4761	0	1114	127816	70725	0	0	1870	0	0	0	0	27488	21523	0	47529	0	4466	0	20783	15362	473	1718	0	135053	60748	5786	0	81016	13158	0	0	0	0	0	0	0	19988	11032	68305	24999	35092	18274	1324	29719	37356	0	27396	6923	24089	0	14275	54136	0	255314	0	648899	0	15181	86988	4858	0	68473	0	0	0	21500	19569	18688	0	10197	0	258951	0	9602	0	50256	29253	3219	100077	7269	0	2303	0	8633	51073	0	0	12294	9921	32477	4844	2330	25668	0	0	10590	0	7546	327797	62193	0	344739	0	38745	0	991796	5124	0	198913	47573	233202	0	9438	0	0	36870	86056	50692	0	0	966	33501	0	15267	0	20369	41505	18837	150134	30845	0	2941	0	5148	3973	3227	129	136437	0	29313	0	501	7948	15019	0	0	9717	0	5698	0	0	0	0	29652	8316	70568
Species_66	0	0	0	0	0	0	20949	0	21200	0	9938	17968	6995	3630	0	0	0	0	89865	39102	17661	70424	0	0	85233	174852	0	68621	0	37942	0	0	0	0	0	0	0	17789	0	0	5483	0	0	0	0	24773	0	2381	0	0	0	0	4640	0	5077	6839	0	6127	36960	0	5792	0	514	0	0	0	1037	0	0	18114	0	49278	0	9604	0	0	0	13779	49784	0	50584	1138	0	0	34038	189	0	0	12044	0	0	42495	55449	65017	0	22623	0	0	0	20480	0	24507	0	6504	20932	0	0	89691	0	0	22791	14947	0	0	0	0	0	10033	51775	13910	0	0	18346	0	0	361	0	0	0	0	0	8906	278	0	0	11714	6395	34680	35953	0	65509	0	0	61328	3136	0	0	29841	0	0	0	0	0	0	0	11226	49578	0	0	0	9786	0	21983	9882	0	21531	0	0	13604	81112	0	72152	94239	0	9008	0	0	31983	0	0	0	10238	53351	57102	54029	16626	9255	1277	7040	0	10730	0	11652	0	0	0	0	0	0	0	0	0	3896	14110	0	0	0	396	0	7883	0	10102	0	7052	3214	0	0	0	0	11663	15987	23127	16346	0	0	0	0	0	10716	0	0	17583	0	2563	0	0	20510	4718	22159	15691	0	0	0	83697	39056	22734	0	126897	0	0	0	0	4989	22826	0	0	4623	0	0	24861	0	8154	0	0	0	0	0	0	0	0	1867	51778	0	162	46943	0	0	25412	11407	4234	0	2379	8739	19284	0	51095	23953	14476	0	0	18156	7448	19598	0	0	0	0	0	2879	119871
Species_67	0	0	0	0	0	0	0	0	0	0	32556	7744	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	1845	0	0	0	0	0	0	0	0	0	2295	0	0	27026	0	0	0	0	5323	0	2395	0	0	0	0	14572	0	0	0	0	0	0	320	2528	0	0	0	45	0	1823	0	66	7795	0	1003	0	0	0	0	0	0	50485	0	3747	0	0	0	4663	965	0	0	2681	0	1551	0	11903	4091	0	0	0	0	0	0	7450	0	0	0	0	0	0	31201	0	3024	0	0	0	0	0	0	0	679	0	1894	0	0	605	0	0	269	0	0	0	69	0	0	0	0	0	9290	948	5913	0	0	0	0	0	0	9227	0	0	2527	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	10992	0	0	0	0	0	0	0	0	55673	0	0	0	5437	2351	0	1453	0	0	2636	0	892	0	2552	0	0	0	0	0	0	34412	0	7216	0	0	0	0	0	796	0	0	0	837	7295	0	0	0	0	0	6143	0	0	0	15081	0	0	0	0	0	0	0	0	12935	0	0	0	0	350	9772	0	0	0	89869	0	0	0	0	0	0	0	0	15446	0	0	0	0	0	0	3333	0	0	0	0	0	0	0	0	0	0	2951	105	0	763	327	0	0	8418	0	0	0	0	0	0	0	7351	1876	7961	0	0	70341	1901	676	0	0	0	0	0	0	0
Species_68	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	0	1309	0	0	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	496	0	0	142	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250	0	0	361	0	0	0	0	0	6436	0	0	0	1417	6637	380	0	0	0	0	0	0	4363	0	0	0	498	0	3942	0	0	0	4953	0	0	0	0	0	453	0	3229	0	0	0	0	0	0	0	0	0	715	1476	0	0	0	0	0	0	358	6329	0	0	0	0	0	0	0	0	0	851	0	386	0	0	0	0	2763	617	0	0	0	0	0	0	0	0	0	0	0	0	0	1720	942	0	0	0	0	0	0	0	0	3357	0	474	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	23644	0	0	0	5229	0	0	614	540	0	0	0	2654	0	838	0	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6354	0	0	4183	0	0	0	0	0	0	0	888	0	0	76	1084	0	0	0	0	516	0	1557	0	0	33	0	0	0	0	0	0	0	0	0	0	0	8517	0	0	0	0	275	17626	0	0	0	0	0
Species_69	0	0	0	2398	0	9825	2807	10032	18581	0	4926	12587	19439	0	0	1696	0	0	1208	3419	2865	3082	0	2015	0	2874	1547	0	107408	0	0	0	2860	309	0	0	0	6424	0	0	783	0	6087	268	0	0	2990	35	2053	917	0	9854	428	0	848	33	33	240	0	1100	4769	100	1185	0	0	6567	6020	1087	0	267	0	0	531	0	3738	608	1428	754	472	0	1760	4870	0	0	1275	1368	0	8079	8191	0	2324	31708	2221	627	0	2503	0	0	0	68	813	0	0	3285	0	275	0	8047	400	8344	26181	1855	0	0	0	0	0	0	0	1032	0	0	205	3915	0	2398	0	557	0	11716	0	4037	172	0	5132	0	705	2085	1488	774	15863	1858	0	0	0	0	296	1517	2205	0	0	0	0	0	0	0	108101	0	5281	7086	1186	0	613	5359	2415	0	204	0	0	1629	0	12575	0	0	0	0	392	66	0	0	1627	4491	2736	0	0	4137	1372	755	380	0	34	0	0	0	2300	0	2086	0	1032	227	0	1430	1967	0	0	0	0	9823	0	284	0	3416	0	0	0	0	0	2639	0	3878	10763	34	724	14788	329	643	0	1467	13905	0	0	1024	1109	65	0	0	5089	9805	988	0	403	1041	71181	4516	0	0	0	1971	0	0	545	0	12535	7265	0	0	2493	264	0	385	1053	34	0	233	0	0	0	4421	0	3368	1826	26567	0	4331	1978	0	10882	2352	2285	647	948	646	0	482	0	3628	5022	5915	0	0	1029	0	34	0	0	0	0	8840	0	5994
Species_70	0	0	7064	0	0	383	0	44896	0	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454	0	0	0	0	0	189	791	0	0	0	0	3938	0	0	0	0	0	0	7208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	2150	0	0	0	0	68505	0	0	0	0	671	0	0	0	559	0	206	0	0	686	0	46	0	0	0	2709	0	0	0	0	0	0	324	54809	0	0	0	0	0	300	0	0	0	0	1828	3925	0	0	0	0	0	281	0	0	0	0	0	44	2173	0	0	0	1548	0	0	127	0	0	0	0	0	2106	0	0	0	0	967	700	0	0	89	0	0	0	0	0	0	0	0	0	1606	0	0	0	0	0	514	19802	0	0	0	11897	0	92	0	0	0	0	0	0	0	10566	0	0	0	0	2719	0	0	0	1782	0	0	45	0	0	5194	0	0	0	0	131	0	0	1233	0	0	0	0	2551	0	0	0	0	0	0	9044	6858	0	0	0	1270	0	0	0	911	0	10763	0	266	0	0	46	0	16748	0	0	0	10505	0	0	1010	0	0	0	0	0	0	0	0	0	0	3588	0	0	501	1397	0	0	0	0	0	0	0	0	0	0	0	0	1242	0	2937	0	9893	0	0	0	0	0	0	3431	226	0	0	0	0	0	0	762	0	1895	6260	0	0	656	0	0	0	0	0	1689
Species_71	0	0	0	5010	0	0	0	0	0	0	586	0	0	0	0	1899	0	0	0	0	0	0	0	0	0	0	0	0	0	9300	0	0	2585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5506	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	2186	0	0	0	0	0	0	0	0	0	0	0	1153	0	0	0	0	0	0	0	0	0	0	0	464	32276	350	0	0	795	995	3796	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	222	570	0	43	45413	2498	0	0	3613	0	0	0	0	0	727	0	0	6107	0	0	0	0	0	0	0	14916	0	0	0	0	0	0	0	1295	0	0	0	698	0	728	32312	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	0	0	0	0	0	0	3829	0	0	1759	716	0	0	0	9316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2687	0	126	0	0	0	0	0	0	0	8753	0	0	0	0	0	89	0	8608	0	1320	0	13879	0	0	0	0	0	0	0	0	0	0	0	0	0	3460	0	0	0	3007	0	2079	0	0	0	0	3514	0	0	0	0	0	0	585	0	0	0	0	0	0	5517	0	0	2194	0	0	0	0	0	0	0	0	0	0	0	11311	0	0	0	0	0	0	0	0
Species_72	783728	0	4200169	0	0	373347	513877	170742	1625785	310820	309507	201791	391069	1292793	1091	11913	206958	177894	516349	416815	1007338	732421	0	269239	3587132	612602	860947	117443	1851638	0	3677	24937	762523	324291	19618	0	22035	977593	1283076	1330031	802549	34072	621531	11119	1174071	165945	111416	1314400	5744	43367	0	877697	887324	12631	872043	572855	426916	487152	409260	285648	1286128	73968	286996	0	184386	225594	204479	259743	60716	1058618	59762	244661	384538	105752	104365	256257	908187	596834	514474	228083	429777	279561	150201	13340	727505	163749	83036	0	103180	3097	350950	831317	522402	559723	1032196	825451	0	491682	0	360117	413383	197611	707600	412241	234058	354653	166897	1216916	52186	104607	346894	353594	0	709718	495358	0	2020168	382403	102355	535690	123588	0	255022	790964	2204429	299620	51115	136350	90932	524998	18619	249691	2458565	0	231345	72030	1773613	242456	944519	930230	2118457	386831	184786	760606	96679	970224	1544180	308805	349803	1938	4455974	268839	0	72584	0	67259	607269	569011	213998	113366	888356	0	2099760	716783	258144	233254	2758085	383965	253279	373679	1270302	439622	324488	54886	315552	0	325617	963589	0	39155	2158223	1105096	1789097	925331	564809	814250	589533	1759097	97954	243469	283845	790812	172544	1552	326164	38753	227386	893890	111715	583749	14157	502954	74346	286275	0	469736	0	509965	0	380580	320057	300482	520143	116657	22266	1827222	864220	73626	552958	290113	773129	288427	320710	0	557461	213095	1427976	334289	731666	381146	21966	1794226	139161	432655	4887	148155	793868	607038	352168	466797	440958	268681	1974124	608169	143542	866836	0	687836	54023	4119716	32723	152805	650733	1573244	1267920	0	387067	415524	34691	201745	318280	466579	213648	421234	1308	0	2533171	165850	1236890	255878	422513	2009076	1613730	1213863	493556	33059	338344	2673073	330456	435771	217368	233299	384868	376914	78615	661695	534743	1347372	0	0	1140480	84020	1423405	15051	0	866	166461	1007950	129350	960578
Species_73	6004	0	124866	26231	160904	100649	21753	246824	5934	51509	12964	36712	495	11973	0	135236	1903	102864	2528	37034	0	109527	0	29383	15899	42631	7151	0	12327	209950	0	0	718972	12714	4987	0	77232	2364	103196	138903	28597	11854	64334	21963	27227	7686	19039	1458	162046	38315	0	8459	0	0	2243	16497	32349	0	1060	46144	4647	166258	36157	0	5795	34368	0	732	8642	2157	99235	3118	2993	0	312757	39021	5813	1955	18719	91606	10117	26714	5356	170892	4162	0	2305	18131	0	33769	50130	2522	3262	1060	36505	3561	39929	30459	0	398	728	35246	310579	52769	0	10459	87472	9669	149927	0	6566	5250	184346	92465	321781	80449	26417	0	0	11626	3156	394	21054	11537	113981	0	76228	5114	26386	8632	352838	121066	5120	0	42213	0	3524	146	201	8883	82608	2129	125372	39039	0	122292	24529	0	10442	36839	368610	211638	0	56888	0	0	4306	170938	12356	446	16838	35808	1471	28617	164710	91814	846399	12111	742	0	24647	0	96537	194	15255	80248	5365	5226	0	0	8419	15847	103936	111532	0	24973	4100	0	27097	83779	3063	81813	25094	680544	4486	104007	24916	0	54906	6025	82300	143	0	0	0	82916	29308	109794	17953	0	45403	10824	51919	0	17989	176606	17592	166154	1962	0	3063	9814	8380	142197	26408	83898	12631	0	576	227000	16106	1924	10429	13309	9646	10195	1203	209735	28224	2030	17372	4086	154	247	0	342	0	53445	41488	26863	7563	308640	0	57619	49805	104367	4897	27463	34688	2672	6707	1874	47430	12469	0	25648	112601	9890	131090	43922	0	17468	121217	0	0	0	39136	0	18865	61778	3208	15713	0	23248	62901	24421	0	17896	156447	68145	6802	23392	1901	27129	371691	8223	78896	4271	6031	129223
Species_74	0	0	0	0	0	0	56	0	0	0	28641	0	0	0	0	0	0	0	0	0	0	0	0	0	3534	55	0	832	0	0	0	0	0	1149	0	0	0	1185	0	0	221	0	0	0	0	1425	0	0	0	0	0	0	0	0	227	0	0	118	0	59	0	0	0	0	0	0	1524	0	0	0	0	715	0	0	0	0	109	2199	2849	0	0	714	53	0	1294	0	0	0	270	0	112	0	0	0	0	0	0	0	0	0	2631	0	0	0	56	0	0	7075	0	38292	0	0	0	0	0	0	0	0	0	724	0	0	1984	0	0	7675	0	277	0	0	0	4427	0	0	836	452	825	3747	1220	0	877	0	0	4679	2823	0	3460	169	0	0	0	0	0	0	0	0	0	0	0	1792	58	0	0	840	0	5880	0	0	326	838	0	3422	0	0	0	0	0	0	0	0	0	0	0	0	1579	9425	0	4904	0	0	868	0	0	0	0	0	0	0	0	0	0	4019	0	676	0	0	0	0	0	0	1318	0	0	0	0	0	0	0	109	178	6931	58	0	520	0	0	0	0	0	0	0	2928	0	13651	0	0	0	18174	0	0	0	0	0	2868	0	0	0	0	0	0	0	0	9956	890	0	0	1634	0	0	2102	0	0	0	0	0	0	0	0	0	318	11422	0	0	11243	215	0	51	1439	1066	4537	0	0	0	1278	0	29358	4261	1529	0	0	0	362	1790	0	0	0	0	0	0	0
Species_75	0	0	82014	51484	0	0	2039	0	423	0	11980	2845	2923	784	0	5502	0	0	0	0	862	3216	0	4552	8447	0	0	0	448	156292	0	0	0	10302	0	0	966	0	123951	0	506	1733	0	0	0	0	0	0	0	2756	0	45088	0	0	438	483	0	0	0	33342	1036	1178	1601	0	3917	0	0	0	6385	3267	525	0	0	0	0	0	35882	0	2234	0	4525	0	0	0	1001	0	4292	0	2562	0	32667	1128	36	0	0	0	0	0	0	0	0	0	2740	0	0	0	0	1438	0	0	16832	0	0	0	0	0	37960	0	0	3445	0	0	0	0	0	2932	779	0	2914	72162	2309	0	0	0	0	3263	6741	0	0	21267	43300	0	0	18522	4978	29432	2911	0	0	3512	44615	1255	0	0	0	0	520	0	0	348	0	0	0	1862	26310	4503	0	0	0	0	0	4305	2660	1561	0	0	0	0	0	0	0	0	7478	0	0	686	541	0	0	30864	0	4282	1412	0	2232	0	0	0	0	0	6458	0	0	2010	0	1528	0	0	5545	0	0	0	0	0	0	2061	0	2887	2019	418	3142	784	0	0	1587	15513	0	221	0	702	0	639	0	16411	0	15991	0	0	0	1168	34124	22241	0	0	0	0	0	6856	0	4249	547	0	0	3322	5452	25176	342	0	0	0	0	168	6723	68	0	0	0	0	0	479	1572	338	0	931	1652	651	7219	236	0	13594	0	0	0	0	0	335	1199	36092	0	16447	674	0	99	0	0	0	2008	949	0	2634
