#OTU ID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49	Sample_50	Sample_51	Sample_52	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78	Sample_79	Sample_80	Sample_81	Sample_82	Sample_83	Sample_84	Sample_85	Sample_86	Sample_87	Sample_88	Sample_89	Sample_90	Sample_91	Sample_92	Sample_93	Sample_94	Sample_95	Sample_96	Sample_97	Sample_98	Sample_99	Sample_100	Sample_101	Sample_102	Sample_103	Sample_104	Sample_105	Sample_106	Sample_107	Sample_108	Sample_109	Sample_110	Sample_111	Sample_112	Sample_113	Sample_114	Sample_115	Sample_116	Sample_117	Sample_118	Sample_119	Sample_120	Sample_121	Sample_122	Sample_123	Sample_124	Sample_125	Sample_126	Sample_127	Sample_128	Sample_129	Sample_130	Sample_131	Sample_132	Sample_133	Sample_134	Sample_135	Sample_136	Sample_137	Sample_138	Sample_139	Sample_140	Sample_141	Sample_142	Sample_143	Sample_144	Sample_145	Sample_146	Sample_147	Sample_148	Sample_149	Sample_150	Sample_151	Sample_152	Sample_153	Sample_154	Sample_155	Sample_156	Sample_157	Sample_158	Sample_159	Sample_160	Sample_161	Sample_162	Sample_163	Sample_164	Sample_165	Sample_166	Sample_167	Sample_168	Sample_169	Sample_170	Sample_171	Sample_172	Sample_173	Sample_174	Sample_175	Sample_176	Sample_177	Sample_178	Sample_179	Sample_180	Sample_181	Sample_182	Sample_183	Sample_184	Sample_185	Sample_186	Sample_187	Sample_188	Sample_189	Sample_190	Sample_191	Sample_192	Sample_193	Sample_194	Sample_195	Sample_196	Sample_197	Sample_198	Sample_199	Sample_200	Sample_201	Sample_202	Sample_203	Sample_204	Sample_205	Sample_206	Sample_207	Sample_208	Sample_209	Sample_210	Sample_211	Sample_212	Sample_213	Sample_214	Sample_215	Sample_216	Sample_217	Sample_218	Sample_219	Sample_220	Sample_221	Sample_222	Sample_223	Sample_224	Sample_225	Sample_226	Sample_227	Sample_228	Sample_229	Sample_230	Sample_231	Sample_232	Sample_233	Sample_234	Sample_235	Sample_236	Sample_237	Sample_238	Sample_239	Sample_240	Sample_241	Sample_242	Sample_243	Sample_244	Sample_245	Sample_246	Sample_247	Sample_248	Sample_249	Sample_250	Sample_251	Sample_252	Sample_253	Sample_254	Sample_255	Sample_256	Sample_257	Sample_258	Sample_259	Sample_260	Sample_261	Sample_262	Sample_263	Sample_264	Sample_265	Sample_266	Sample_267	Sample_268	Sample_269	Sample_270	Sample_271	Sample_272	Sample_273	Sample_274	Sample_275	Sample_276	Sample_277	Sample_278	Sample_279	Sample_280	Sample_281	Sample_282	Sample_283	Sample_284	Sample_285	Sample_286	Sample_287	Sample_288	Sample_289	Sample_290	Sample_291	Sample_292	Sample_293	Sample_294	Sample_295	Sample_296	Sample_297	Sample_298	Sample_299	Sample_300
Species_26	0	0	0	0	0	0	7344	0	7743	0	12441	0	89689	0	0	0	5479	0	30327	0	2141	0	0	4231	11690	40706	9795	44924	0	0	0	0	0	11309	0	0	0	29	0	0	0	1066	0	4763	0	17122	0	5645	0	0	0	0	7149	0	1036	7344	0	1867	179	15747	2307	0	0	0	19381	0	0	0	50837	22396	0	2374	0	0	0	25595	8904	109554	15342	0	0	0	2694	0	11609	10860	0	0	8808	0	34505	5203	0	4495	0	2464	0	0	0	8722	2709	0	0	0	0	8797	0	46789	10115	0	9655	242	0	0	0	0	0	329	168857	4107	0	0	4145	0	0	0	0	0	0	0	7855	1220	2837	0	0	7422	5166	35261	9040	3481	8447	3093	0	0	269	0	0	4319	1770	0	0	21884	0	3736	0	11140	51717	0	0	0	0	0	1486	0	1846	0	0	0	0	132571	0	9462	0	0	113	0	33030	34092	0	0	381	7697	0	7063	30426	0	3063	454	0	0	7592	8203	0	0	1181	0	5211	0	72359	0	0	19737	744	13389	0	0	0	0	0	300	0	9836	0	31729	618	0	0	0	0	99224	24456	38414	51421	0	0	0	0	12293	2024	0	0	17875	118	5798	0	0	6971	15759	2789	25686	0	14081	0	8171	44130	4056	0	0	2141	0	0	0	1291	11642	0	0	0	0	0	20433	0	0	415	49876	0	0	0	0	0	13783	1505	0	0	919	36442	0	3138	11658	0	0	0	0	47945	7814	0	7550	12439	13193	0	0	1844	0	8042	0	0	0	18619	845	0	0
Species_27	37740	0	0	2025100	0	505676	313038	0	25183	1008657	274469	499845	0	523066	0	22681	55030	681250	99727	843316	27709	82461	0	966359	0	225886	98086	123342	256083	6644	0	0	0	252942	53932	0	192633	44862	124952	815574	534952	952751	521681	207220	192844	224710	221808	55650	0	0	0	0	173151	21616	29724	240697	213619	3955	9052	371893	35328	0	0	0	201320	102604	32770	84323	503678	40101	170350	68895	6060	9297	0	412090	655240	0	60842	249784	409953	23288	100169	0	49843	79085	192648	0	74650	667735	372967	0	328210	25338	151120	0	0	0	0	106993	119869	153903	0	390130	49748	310629	128514	28464	157379	6704	0	307050	1178511	370404	0	2570101	192596	26703	314739	647945	47995	0	268169	396998	0	47800	277886	48241	247303	294696	0	31155	90300	842276	71806	197687	12721	244420	100471	257306	0	229038	326060	234727	162132	132662	76547	18748	52693	696037	0	226278	0	307136	0	84007	185542	0	136766	109608	486316	0	0	0	201242	480629	0	51795	25173	0	105874	78236	486287	0	127512	0	658729	249514	0	7502	29537	93957	104123	374303	265787	0	128888	60371	572153	1328400	58429	336888	356200	0	2214	338790	0	0	86070	84050	55	189985	54829	270107	0	943	1112161	212933	975182	19881	868444	280045	613080	130132	32501	168551	49634	0	125577	0	100249	164211	565390	0	726469	0	20186	332080	19038	0	89857	143133	175652	20885	0	168771	36093	169738	0	28823	268	358273	18100	90866	230812	78529	0	84873	220865	112285	582540	0	39390	0	224673	1425203	0	45778	635859	176066	204248	0	0	228797	45265	261629	0	183329	0	566300	74080	0	379301	211592	131761	0	200226	101971	850632	58776	46436	270732	449138	9363	0	301937	68459	87621	0	1471637	14553	133877	299703	0	0	0	244816	140801	115261	143139
Species_28	76838	0	0	1097306	0	470710	362563	0	154639	546531	400269	752692	0	0	0	176098	8486	172687	154345	0	11704	86344	0	0	0	299091	31159	0	0	0	0	0	0	246094	0	0	245409	37830	183589	82479	0	283713	282169	0	0	0	396692	98527	912925	274296	0	237058	0	0	65012	253609	125891	12475	34063	377474	83359	0	94051	0	371106	120084	17718	0	233064	204121	230735	19729	0	0	0	258792	538928	0	276352	131576	756765	1526	54428	0	101341	158428	0	1685792	46330	528217	504321	0	710102	22855	0	21986	0	0	0	0	501362	0	0	0	0	0	219781	217080	292922	4230	0	4769	0	167338	0	0	206983	21118	0	291799	0	0	322096	269325	0	28408	265811	0	0	0	116569	0	295626	0	33008	50626	61398	0	0	142301	0	418514	0	843393	38326	303936	43381	24122	12661	873	0	185848	2409496	96300	0	0	0	0	0	0	0	0	121212	0	3960	653330	0	32453	4512	0	0	135186	632158	34413	9702	0	108048	778939	0	0	29417	44411	112353	78962	181	0	161321	286541	653	0	75653	377457	163178	0	11890	0	0	0	136038	70855	0	751774	0	88741	0	104689	593804	124134	0	4268	0	419772	45801	128116	25635	890653	0	0	835996	0	50941	86219	407238	0	0	462331	0	173260	67183	0	20436	0	318010	29004	625543	0	116267	0	25439	152670	131511	164585	0	62306	38601	0	0	91554	0	417439	591332	0	15269	0	819686	0	56682	25377	76287	0	461234	0	87621	196674	4326	205233	0	0	0	554389	44575	0	161361	268408	6009	26613	0	350465	0	179486	0	175	22202	20195	0	433479	63172	256004	0	0	55511	51765	128909	0	0	0	178700	0	40338	129661
Species_29	0	0	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	73	0	0	0	0	0	0	4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	1692	0	0	17341	2039	0	176	0	0	0	1818	732	113	33590	0	1046	48733	0	0	0	0	0	0	0	0	31794	0	0	0	4521	1090	0	0	6550	0	0	0	0	0	0	3870	0	0	2575	0	0	0	0	333	79	0	0	1392	0	0	0	0	0	0	0	0	0	0	3454	0	0	344	0	0	35	0	0	2843	0	1558	0	0	0	904	1289	0	0	0	0	0	0	1775	0	0	0	766	521	0	0	16402	0	0	0	0	8969	9446	245	0	0	0	0	7175	2273	39	0	0	0	8226	0	0	0	0	0	0	0	0	5796	2130	0	0	9283	0	0	0	1931	0	543	4035	0	2250	0	18358	0	0	0	0	0	0	0	0	0	0	32292	0	48166	0	573	0	0	0	610	0	0	0	2822	765	0	1027	0	0	0	0	0	0	0	0	2363	0	1577	325	397	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	0	6065	0	213	2996	852	0	0	6107	0	0	0	0	8548	0	0	0	0	0	0	0	5693	0	0	0	75	0	0	0	2035	157	0	0	0	0	0	0	0	0	0	0	0	0	0	811	0	0	0	0	30707	0	0	0	0	0	57882	840	0	0
Species_30	0	0	2122	0	0	191	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1822	3475	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	1251	0	1724	0	0	25801	12612	0	0	0	0	0	0	224	91	5954	0	3529	31522	0	0	0	5673	0	0	0	0	23789	0	0	567	7150	1800	0	0	2695	0	0	0	0	0	0	9699	0	0	1194	0	0	0	0	179	711	0	0	173	0	0	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813	0	818	0	0	0	0	1968	0	199	0	0	2192	0	0	8622	0	0	0	0	7194	12027	2071	0	0	0	0	19442	12866	0	0	47	0	5426	0	0	0	372	0	58	0	0	1571	5954	0	0	2185	0	0	0	0	0	81	58	0	5112	0	26187	0	0	0	0	0	0	0	0	0	0	25186	0	1799	0	387	0	0	0	1588	0	0	0	3252	1552	0	0	0	0	0	0	0	0	0	320	1156	0	107	590	0	59	552	0	0	0	0	1330	0	0	0	0	0	0	0	0	0	2577	0	0	0	0	0	11395	0	0	2602	96	0	0	10104	0	0	0	0	13099	0	0	0	0	0	0	0	12353	0	0	0	0	0	0	0	1232	412	0	4125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32861	0	0	0	110	0	43375	178	0	0
Species_31	0	0	7733	0	0	0	0	0	0	0	5130	0	0	83	0	0	0	0	0	144	0	0	0	0	0	585	0	0	20209	2010	0	0	10221	0	0	0	1858	0	881	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	1021	0	0	5990	0	0	3242	0	0	1100	0	0	0	0	2754	0	0	0	0	0	0	313	0	147	0	2941	0	0	0	0	0	300	320	0	0	0	0	0	0	0	0	23063	0	0	0	0	0	918	0	0	2001	0	0	0	0	1391	0	0	0	0	0	0	0	0	0	0	0	0	18179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1064	0	0	159	12862	7102	0	0	1038	0	0	0	40516	0	161	0	0	0	0	599	0	0	0	0	0	0	0	0	2424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1565	0	0	9383	0	14937	0	0	0	16798	0	0	0	0	0	0	0	12977	43120	254	4548	0	0	0	7189	0	0	4326	0	0	0	0	0	0	0	108667	0	0	0	0	0	2800	733	0	1272	3233	0	0	0	457	0	0	6158	0	0	0	0	0	0	0	0	0	0	8117	0	0	0	0	1471	0	0	0	0	0	29559	0	0	0	70216	0	74001	6260	0	0	467	0	0	0	1140	0	0	2147	0	921	3644	0	943	754	0	3881	0	0	0	5171	0	0	0	0	41127	0	0	0
Species_32	613	0	0	0	0	0	2574	12890	0	3642	16106	0	0	0	0	5199	1111	0	0	19026	0	0	0	11276	3375	0	1624	0	3757	0	0	0	0	0	0	0	36870	3559	7303	0	8799	0	0	1530	0	7064	5431	597	0	9551	0	1933	0	0	2133	0	184	0	893	442	109	0	0	0	0	0	1705	0	1244	1120	12599	199	0	0	28235	0	0	0	3245	8678	0	37608	0	23185	0	11662	0	0	0	0	2356	0	0	2248	0	23382	19691	0	0	1319	0	2204	0	40881	434	9991	0	12778	0	6969	0	14481	0	383	0	0	6061	579	152	0	0	0	14805	0	0	2337	16883	0	246	1405	0	2681	0	0	3413	1049	9408	1636	0	0	7181	0	0	151	0	24315	1668	0	582	3747	0	3926	0	0	0	0	3674	0	0	0	0	0	4548	6314	33011	5454	0	683	8043	0	0	7998	0	0	0	0	0	4329	0	0	0	0	0	2335	859	16632	1681	0	20234	2132	0	3424	8628	0	101	0	6259	0	10213	0	0	836	199	2678	0	0	0	3501	2676	0	0	577	0	1892	1492	0	0	0	0	0	0	5415	1153	0	4361	8789	0	0	0	0	1899	2806	0	25307	0	0	0	11122	12534	0	4712	0	0	11998	1419	1902	0	0	2378	0	2259	0	6268	11798	0	2380	0	1786	780	2125	0	5881	0	0	0	0	0	0	0	2827	3404	6652	0	0	0	0	26763	0	0	0	0	11831	1430	3200	0	12914	0	8798	0	5927	251	18012	3009	0	0	0	533	541	1863	0
Species_33	0	0	0	0	0	0	0	0	0	3774	98934	1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9208	0	0	8584	0	0	0	0	0	1944	0	0	0	0	0	0	0	0	0	1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	2455	0	8775	0	0	0	618	0	0	0	0	0	71	0	33858	0	0	2971	0	0	0	4245	3177	0	0	0	0	17961	0	0	0	10999	0	0	0	0	0	0	0	6799	72501	0	0	0	0	0	0	0	0	16785	0	0	0	2001	0	208989	5860	0	0	0	1376	0	0	0	0	0	0	11238	825	1390	43922	0	0	0	20817	0	1011	0	0	0	0	0	2483	0	0	2983	0	0	0	1044	12316	124473	0	0	0	0	0	0	0	0	45352	0	0	0	0	0	1232	0	0	0	0	0	0	0	9302	0	749	0	18424	0	19103	0	0	0	0	939	0	0	0	0	217	0	0	2876	0	4004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	3417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15012	0	0	0	19867	0	0	0	0	0	0	0	0	0	445	34674	0	12729	0	0	0	0	0	0	0	222	0	0	24518	0	0	1860	0	0	117673	0	34908	187253	3129	0	0	0	584	470962	0	0	0	0	0
Species_34	0	0	20707	0	0	0	0	0	0	473	0	0	1211	321	0	106	0	0	751	0	0	5816	0	4590	0	0	0	0	0	0	0	0	0	0	0	0	3558	0	0	0	0	0	0	0	5566	0	0	0	0	2121	0	0	0	0	0	0	0	0	6763	0	0	3982	0	0	590	0	0	12558	10221	0	5792	0	0	0	0	0	0	4064	0	69	0	0	0	0	0	2912	38849	0	0	0	1087	1638	37	0	857	0	0	0	0	0	0	5065	28729	0	0	0	0	0	0	0	6671	0	0	0	0	0	0	0	0	0	28035	0	0	0	745	0	0	10703	12747	20730	0	0	0	0	22096	4421	0	0	0	0	0	0	0	37723	2521	0	857	0	0	63479	0	0	0	0	0	0	1498	0	0	8160	0	0	0	0	0	57984	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	39689	0	0	0	0	0	45507	0	0	0	0	0	0	0	0	0	0	0	0	48315	0	0	0	0	0	0	11878	0	81498	3069	650	0	967	0	573	0	27232	0	0	0	0	0	0	0	0	0	79974	0	827	14737	3256	283	0	0	0	0	0	0	1475	0	0	0	0	0	0	9175	126582	0	4564	331	0	0	0	0	0	0	0	0	715	0	806	0	0	0	0	0	0	0	0	0	6661	18582	0	12711	0	0	0	0	707	0	5184	0	0	437	0	0	0	0	0	4585	2345
Species_35	0	0	0	341	0	0	58353	0	1238	7132	1423	0	0	0	0	4694	0	3696	1802	0	2517	2866	0	434	0	0	0	0	0	0	0	0	0	9150	0	0	4147	0	0	2729	996	55896	0	0	11649	0	176	0	0	3690	0	32637	0	0	0	0	0	0	0	0	0	18776	0	0	0	0	0	0	0	0	2113	0	0	0	0	351	11196	516	0	1071	341	0	0	0	0	1735	3070	0	8218	0	5798	0	1477	329	9258	0	0	0	0	0	434	53955	0	0	833	5594	0	1709	5065	0	350	0	0	7599	0	0	0	1782	1581	0	179	0	88	0	0	0	5153	0	0	258	2632	0	0	0	19063	708	0	255	0	10319	0	0	0	1341	0	0	8808	4003	0	0	0	0	0	4621	0	0	8925	0	0	0	0	0	4746	175	4520	784	0	0	0	0	2682	329	0	0	0	0	0	0	0	0	0	0	7272	0	0	2233	12343	488	0	0	20877	268	6669	0	0	0	0	0	684	0	780	1247	0	566	0	0	0	2654	0	1359	1475	54708	0	3601	9075	18132	1105	4347	0	0	14945	2531	0	0	0	4052	1357	0	729	5905	0	5407	0	0	0	2447	4246	0	0	0	107567	2772	0	902	6222	0	0	3750	0	0	699	0	0	258	865	523	0	13876	3963	0	0	4040	4415	0	0	0	0	0	0	30175	0	0	0	0	0	3981	13461	1842	1305	5387	0	0	3096	1502	5458	0	3827	954	0	87	0	1588	1041	7307	0	0	2874	0	2845	8857
Species_36	0	0	0	0	0	0	0	0	3998	0	0	0	0	0	0	0	0	0	143	0	0	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16454	0	0	0	0	1917	176	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	522	2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16890	0	0	3185	0	0	178	0	0	0	0	0	0	1308	0	0	0	0	3348	0	433	601	0	0	0	0	0	0	3826	0	0	0	0	0	0	0	720	11745	11783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	2452	0	0	0	0	1608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	45	0	0	0	0	297	0	0	0	0	0	0	0	0	6305	0	0	0	0	1171	0	0	0	0	0	0	989	0	636	0	0	442	1598	0	14168	0	44	135	0	6418	0	0	0	0	984	0	0	886	0	0	0	846	0	0	0	2313	0	0	1654	0	269	0	0	0	0	511	6077	1446	0	0	0	0	0	0	0	0	0	0	0	0	262	7459	0	0	0	3129	0	0	0	0	737	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8434
Species_37	4231	0	315357	0	0	216	45480	81611	85901	675	9171	5191	55138	147893	0	491	10043	35373	19398	0	39433	126298	0	68721	8838	0	8954	6618	0	3032	0	0	18413	25011	935	0	0	92759	20916	105566	0	0	105170	0	100805	25211	0	102405	0	1786	0	0	124155	0	8772	0	35180	11037	803	19393	21140	0	0	0	5585	21207	43903	33718	3910	48763	9770	0	0	35023	198017	0	41089	687060	0	0	9366	0	259532	0	23528	21939	19917	0	245	48054	8681	642	27512	39442	54086	692985	0	0	0	65561	20843	3534	62464	0	15091	0	24788	0	0	4349	115215	0	0	48766	5996	0	78253	2087	4138	0	41041	0	0	35927	176398	22865	37	43104	4345	29470	0	0	45446	0	93285	4155	0	54456	111339	247	29605	0	16819	37851	19433	45281	446784	22236	2302	0	0	0	0	28728	0	9126	127790	0	0	92897	5279	0	0	23895	4185	52508	0	3842	1838	81552	156165	36545	170533	0	0	0	1951	5233	0	3531	89452	0	32563	0	180599	9468	0	19951	0	0	7448	1659	0	0	3822	0	0	558775	0	2118	0	12504	1948	11132	0	8186	0	169322	0	32722	11249	13742	0	1349	0	22331	485041	0	27803	91307	12138	15070	9975	136052	0	15724	186124	4924	73404	0	106	44976	0	0	0	35501	88534	0	2536	0	13049	27223	207838	134656	11823	72467	0	89306	0	31592	0	6230	39021	2738	78544	0	0	46158	1286	30973	5223	0	0	0	0	45349	384586	12967	0	0	31899	59921	143621	138898	33766	0	0	33555	37453	38	48922	0	13539	146421	0	21499	25036	0	0	0	105377	0	839	0	0	0	0	34872	7878	97396
Species_38	16995	0	0	559	338	0	3587	0	43	0	46122	32759	0	0	0	509	2133	0	362	919	0	0	0	3314	3039	0	1437	0	0	0	0	0	1069	0	0	0	0	0	4357	0	22817	5824	0	0	0	427	2556	1547	0	114	0	0	11677	2233	643	1920	931	0	0	0	14714	8453	95021	0	3067	2829	1820	0	4223	2929	0	0	712	0	0	2398	1591	4106	1153	0	150	22496	0	0	0	627	0	0	73052	0	21236	0	1290	7833	0	711	0	4944	0	929	2274	40	8933	13317	0	0	0	11206	173078	8851	0	24114	0	0	0	0	768	0	0	1858	0	0	2359	4965	89940	67062	0	0	0	1012	2674	1320	26617	0	0	392	7238	3536	5892	0	7241	1642	0	1279	7831	4008	654	0	0	0	0	943	0	0	0	0	0	37947	1056	0	0	1999	4197	1145	0	1584	0	0	0	0	0	2617	9719	75949	815	0	2799	0	0	0	8590	3797	0	0	0	19285	3459	482	1569	0	197	194	0	0	19032	0	785	0	1524	3600	0	6436	2273	934	0	3315	0	451	0	0	0	6012	0	0	9002	20513	0	1573	2362	0	13655	680	0	0	8755	0	0	0	1434	0	40	1219	5809	103855	0	1594	4880	29868	0	206	0	654	0	13362	0	0	0	0	0	4413	12467	738	21268	9233	7293	0	1224	0	871	0	2223	0	2762	5712	624	0	41606	0	29426	7730	12882	3182	0	13645	429	0	8497	278	2042	10111	0	1791	0	613	0	1700	2083	30988	0	0	8135	5092	750	0	0	0	389	0	563	0
Species_39	13355	0	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	16536	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2696	1153	0	0	0	0	0	0	295	1417	0	0	6371	0	1128	0	3103	0	0	0	498	0	0	630	0	0	0	0	2598	0	739	378	0	0	2298	58960	0	0	0	0	0	0	0	0	0	0	0	12276	0	1457	0	0	0	0	0	0	0	5839	0	0	0	0	16111	2299	0	2521	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	2975	1200	0	0	0	0	207	188	0	2748	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	4794	0	0	0	510	0	8212	0	0	0	0	0	0	204	0	106	0	21978	0	0	0	0	0	200	2460	208	0	0	0	3099	0	303	0	0	0	0	0	0	0	0	0	0	0	3763	0	0	0	0	0	0	0	0	0	0	191	204	0	0	0	0	0	0	0	0	12915	0	2047	0	0	0	0	0	0	0	0	568	1166	0	0	0	0	10716	32712	0	0	0	0	2096	0	0	0	0	0	0	4525	0	3240	3543	0	0	2216	0	0	0	202	467	0	0	0	0	0	0	0	4379	0	4059	0	898	0	0	3902	0	1157	0	0	1191	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
Species_40	0	0	79703	0	0	1339	0	56653	288	4960	0	0	7227	0	0	0	0	0	0	0	0	4042	0	0	47388	40427	911	669	0	0	0	0	14125	0	190	0	0	0	0	0	6042	0	1741	16925	0	6755	33252	0	0	0	0	0	596	0	0	0	0	0	0	0	3366	10385	0	0	0	15022	0	0	0	24562	0	0	24530	0	120322	0	0	0	12524	1457	0	0	0	78897	4142	3867	0	314928	0	0	0	1875	0	0	0	0	0	0	12164	0	2419	23179	143934	0	0	0	11835	0	0	0	8644	0	0	19601	39854	0	0	0	1895	0	0	0	0	83020	6781	61355	0	0	12502	0	0	391	0	0	0	718	73609	7022	10278	0	518	0	0	2234	0	0	26186	0	0	3513	0	0	0	0	0	0	0	27754	0	0	15236	0	104957	0	87634	0	199024	0	0	1135	0	0	0	0	0	120779	32619	0	0	0	0	77138	4645	0	9088	0	0	219	0	33980	48	0	0	0	0	0	0	0	2498	73913	0	1829	0	1399	0	39119	0	258	12691	0	36944	0	0	0	0	11915	0	0	4848	5740	11328	7910	60413	0	3132	0	0	0	13769	0	0	22677	0	0	0	0	0	1020	0	10779	0	0	0	0	0	13911	0	22791	9340	6436	5589	3103	0	0	18459	8297	0	0	13593	2602	0	0	0	28411	0	80808	0	0	35382	1648	59400	0	13907	0	4053	0	7058	0	26888	6540	0	0	0	0	3858	0	0	7924	0	0	0	6079	38751	0	0	2740	0	0	1604	12037
Species_41	41456	0	0	0	0	0	122025	0	0	0	604	9702	3137	0	0	0	0	4169	0	0	2726	0	0	1851	0	0	0	0	0	0	0	0	0	3141	0	0	0	1321	10647	0	0	0	0	0	10394	0	0	3967	0	0	0	0	22539	0	6386	1064	0	0	0	12376	621	0	0	0	17338	0	7038	7888	8497	1532	0	510	860	0	0	10497	1277	0	7757	0	3204	0	350	0	40087	0	0	0	780	0	13708	24111	20390	164	19007	0	0	0	0	0	0	529	0	0	0	0	0	42503	35615	2818	8301	0	0	0	0	0	69791	3233	1098	0	3381	0	0	0	0	247	0	6388	0	2009	0	0	309112	0	0	5941	27032	126	7327	3093	0	2889	4197	41783	889	15778	48591	1183	0	0	0	0	0	2590	0	0	5455	0	0	1893	0	0	11311	0	0	5459	0	0	301	0	29016	5406	11379	0	0	0	0	0	0	0	1127	1404	0	0	0	0	0	9628	0	0	124	0	0	0	0	0	0	0	0	64573	0	0	0	4899	0	0	0	3716	0	8028	0	16927	0	0	0	0	38976	0	0	2624	2899	1313	0	0	0	0	20281	0	0	0	0	4539	1506	2295	0	0	0	0	0	1008	0	599	0	6464	0	0	0	0	0	0	0	0	18014	0	0	0	0	0	0	551	0	0	0	0	0	0	0	5625	0	1060	4660	0	0	14002	0	0	0	7112	4650	25375	13135	0	0	0	0	3120	7171	47509	0	0	0	0	468	0	0	0	0	0	868	0
Species_42	157820	0	23314	1136	24983	3226	26460	33223	27324	14015	47818	11255	9132	14470	0	30995	7372	3403	0	27406	0	17094	0	5655	8546	223	35772	469	143939	0	0	441	13784	5989	223	0	6133	538	79045	47477	0	2927	90164	11478	3693	5085	4118	3812	27398	98000	0	26270	220217	19393	1487	2511	118740	1594	0	29276	24128	10159	102767	0	17937	17186	5848	2188	22918	7607	6935	0	23101	24194	83474	18136	2309	34022	5986	6945	0	100373	0	70051	78	2144	0	95728	327236	0	3300	2663	713	16318	4552	91215	0	8512	0	20322	5562	0	77797	78811	0	7272	0	10171	121348	6294	2374	58168	12624	63183	64471	25040	17227	0	0	6483	1039	8785	4902	47128	0	52526	6013	20365	133225	2545	0	13453	61286	17597	34634	0	9944	13526	11855	0	23070	20232	0	0	63349	42317	55621	0	32123	0	138406	0	0	300	0	0	3404	18615	0	9303	9951	32941	17524	18762	7486	2506	0	5695	200	1513	254	2781	23245	445999	0	4953	55239	1636	0	1020	14289	1042	45323	0	0	28224	7836	13927	13376	0	0	0	6688	0	24625	0	183	9665	12190	19868	2090	14130	40455	4311	0	19156	0	40677	0	1545	14417	42062	179399	0	9766	27964	6241	8877	1246	1276	105553	0	33447	0	0	17823	17214	0	7703	0	7966	1895	33611	16093	12119	967	1992	48499	1353	850	0	11681	341634	4986	0	5889	0	14155	31162	28628	22157	8852	31226	39259	34961	0	37771	18680	1939	1586	38	0	0	44913	9569	0	0	7343	27897	3835	14978	74358	756	34524	3889	0	37366	1356	18299	1335	1828	21378	0	11913	2119	23766	16965	16815	0	0	11960	13517	0	0	0	17701	0	17235	155	25773
